GENEID,x60A3,x60A4,x60A5,x60A6,x60A7,x60A8,x60A9,x60A10,x60A11,x60B3,x60B4,x60B5,x60B6,x60B7,x60B8,x60B9,x60B10,x60B11,x60C3,x60C4,x60C5,x60C6,x60C7,x60C8,x60C9,x60C10,x60C11,x60D3,x60D4,x60D5,x60D6,x60D7,x60D8,x60D9,x60D10,x60D11,x60E3,x60E4,x60E5,x60E6,x60E7,x60E8,x60E9,x60E10,x60E11,x64A3,x64A4,x64A5,x64A6,x64A7,x64A8,x64A9,x64A10,x64A11,x64B3,x64B4,x64B5,x64B6,x64B7,x64B8,x64B9,x64B10,x64B11,x64C3,x64C4,x64C5,x64C6,x64C7,x64C8,x64C9,x64C10,x64C11,x64D3,x64D4,x64D5,x64D6,x64D7,x64D8,x64D9,x64D10,x64D11,x64E3,x64E4,x64E5,x64E6,x64E7,x64E8,x64E9,x64E10,x64E11,x68A3,x68A4,x68A5,x68A6,x68A7,x68A8,x68A9,x68A10,x68A11,x68B3,x68B4,x68B5,x68B6,x68B7,x68B8,x68B9,x68B10,x68B11,x68C3,x68C4,x68C5,x68C6,x68C7,x68C8,x68C9,x68C10,x68C11,x68D3,x68D4,x68D5,x68D6,x68D7,x68D8,x68D9,x68D10,x68D11,x68E3,x68E4,x68E5,x68E6,x68E7,x68E8,x68E9,x68E10,x68E11,x72A3,x72A4,x72A5,x72A6,x72A7,x72A8,x72A9,x72A10,x72A11,x72B3,x72B4,x72B5,x72B6,x72B7,x72B8,x72B9,x72B10,x72B11,x72C3,x72C4,x72C5,x72C6,x72C7,x72C8,x72C9,x72C10,x72C11,x72D3,x72D4,x72D5,x72D6,x72D7,x72D8,x72D9,x72D10,x72D11,x72E3,x72E4,x72E5,x72E6,x72E7,x72E8,x72E9,x72E10,x72E11
KRT8,5.94E-02,0.235503,0.369701,-1.56E+00,-1.84E+00,-1.65E+00,-3.46E-01,0.129069,0.0737207,5.94E-02,0.309527,-0.29354,-1.77115,-2.12E+00,-2.07E+00,-1.81E+00,-1.58E+00,-1.07E-01,-3.18E-01,-0.144974,-0.534481,-2.05127,-2.11E+00,-2.04E+00,-2.21E+00,-1.69E+00,9.02E-02,1.29E-01,2.52E-02,8.08E-02,-1.54E+00,-2.20E+00,-2.01E+00,-2.05E+00,-1.69E+00,4.00E-02,4.97E-02,NaN,2.02E-02,1.13E-01,-0.500522,-9.12E-01,-4.52E-01,3.52E-01,-1.84E-01,0.126822,-0.156804,0.0101447,-6.49E-01,-1.21629,-7.67E-02,2.05E-01,2.69E-01,2.07E-01,-6.58E-02,-0.250224,-0.371342,-1.94E+00,-2.15E+00,-2.15E+00,-1.59E+00,7.95E-01,4.27E-01,2.55E-03,-0.342355,-0.142036,-1.96E+00,-1.92E+00,-2.31E+00,-2.02E+00,-1.29E+00,5.77E-01,-4.16E-02,-0.0878058,-0.483959,-1.39115,-2.01E+00,-1.76E+00,-1.67E+00,-2.31E-01,9.84E-01,2.98E-01,4.35E-01,0.275135,0.333659,-0.364017,-6.11E-01,-4.76E-01,7.87E-01,7.11E-01,3.11E-01,NaN,0.300089,-0.118849,0.12457,3.91E-01,2.09E-01,-2.15E-01,6.48E-01,-1.63E-01,0,2.59E-01,-0.93721,-1.83E+00,-2.07E+00,-6.73E-01,3.01E-02,0.728339,-3.11E-02,1.47E-01,-0.0576856,-1.883,-2.22E+00,-2.11E+00,-1.75E+00,-1.69E+00,3.15E-01,8.55E-02,5.70E-02,0.0326055,-0.810616,-1.72E+00,-1.81E+00,-1.70E+00,-6.31E-02,1.58E-01,0.364375,3.99E-01,0.237522,-1.45E-01,0.233481,0.385511,2.03E-01,2.11E-01,7.90E-01,-1.30E-01,-0.205556,0.378515,-0.28338,3.84E-01,0.760158,3.52E-01,1.86E-01,NaN,-2.83E-01,0.00E+00,0.181552,9.02E-02,-0.845202,-1.02E+00,1.88E-01,3.82E-01,6.04E-01,1.75E-01,0.296291,0.532885,0.202643,-1.90E-01,-2.19E+00,-1.51E+00,-3.63E-02,7.97E-01,8.55E-02,0.0473075,0.115512,-0.0685344,0.394189,0.616748,0.00E+00,4.83E-01,5.34E-01,0.196362,0.0497377,0.772136,0.698054,0.0737207,3.26E-01,4.80E-01,2.98E-01,5.60E-01
KRT80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.50581,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.381369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.430654,NaN,NaN,NaN,NaN,1.47834,NaN,-1.13356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.18694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.538516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28218,NaN,NaN,-0.689426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.334532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1536,NaN,NaN,NaN,NaN,NaN,NaN,0.513611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.04381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.70942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KRT85,-0.866304,0.202396,-0.474108,NaN,NaN,NaN,-0.937258,-0.307936,-1.07241,-0.58481,-0.573255,NaN,NaN,NaN,NaN,NaN,NaN,-0.482473,-0.619827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.57059,NaN,-0.685961,-1.03316,NaN,NaN,NaN,NaN,-1.46735,0.0585173,NaN,-0.263478,-0.545211,NaN,NaN,NaN,-0.551192,1.05581,-0.0344617,-0.239064,-1.63671,NaN,NaN,0.188784,0.335717,-0.254588,-0.689543,-0.403858,-1.57633,NaN,NaN,NaN,NaN,NaN,1.02752,0.774483,-0.0817505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.649939,-1.01532,-1.51309,NaN,NaN,NaN,NaN,NaN,0.0382827,1.65765,-0.336781,1.6216,-0.530975,-0.182264,-1.14798,NaN,-0.719325,2.56752,3.13081,0.0988952,NaN,-0.118834,NaN,0.390095,0.477907,0.121834,NaN,0.790611,-1.16638,NaN,-0.686915,NaN,NaN,NaN,-1.08587,NaN,0.325425,NaN,-0.590839,NaN,NaN,NaN,NaN,NaN,NaN,0.488219,NaN,-0.653233,-0.126802,NaN,NaN,NaN,NaN,-0.213403,0.111385,0.18794,1.46825,1.51156,NaN,-0.508051,0.130295,-0.258154,0.304316,3.05261,NaN,NaN,0.051618,NaN,0.388335,1.18433,-0.27571,0.381443,NaN,NaN,0.632518,-0.710461,NaN,NaN,NaN,-0.256463,0.957897,1.68725,NaN,0.0344617,1.77569,-0.423218,NaN,NaN,NaN,0.880162,1.80987,NaN,-0.138136,0.432177,-0.19073,0.93418,1.61389,-1.1278,0.654393,0.687591,-0.0437834,-0.392323,2.03288,2.13693,-0.0598334,0.0691088,0.377586,0.607158,2.1471
KRT9,-1.78365,-0.916528,-0.599151,1.21911,-0.549233,0.0607561,0.35616,-2.39529,1.0622,-1.35595,-1.04993,0.321181,-0.659278,-0.0772002,0.0803417,0,0.355796,1.43542,-1.20576,0.411243,0.488101,-0.788025,-0.0691839,0.341948,-0.279538,-0.601547,0.467174,-0.681573,-0.0847547,0.572187,-0.193093,0.614363,0.265153,-1.85764,0.507448,0.936062,-0.623312,NaN,-0.751291,-0.70784,-0.19081,-0.19971,-0.103051,0.895086,3.86962,-1.49573,-0.498905,-0.972967,1.72266,0.743354,-0.0233876,0.802444,0.401043,-1.80668,-1.43237,-0.453849,-0.370849,-0.708034,-1.09114,0.0914099,0.32989,-0.0539853,0.830096,-0.985503,-0.214551,-0.685921,-1.06924,-0.725358,0.159239,-1.55809,-0.301081,0.107489,-0.226684,0.567628,1.26376,-0.557453,0.406417,-0.911965,-0.241425,0.730133,0.377707,-0.613585,-2.04592,-0.0569329,0.0604657,1.43984,0.646812,0.903441,1.14741,-1.72263,-1.08083,NaN,-0.395969,1.2305,0.75534,0.156373,0.87067,2.24981,1.03417,-0.823156,-1.0951,-0.128287,-0.564327,-0.999222,-0.511745,0.537654,0.213527,0.695209,-0.413553,-0.157076,0.747399,-0.7097,-0.259354,-0.94701,-0.277122,-0.383083,0.228839,-1.20499,-0.761389,-1.94108,0.220391,0.191345,-0.452453,0.147578,0.0988814,0.5317,-0.967407,0.0462437,0.105558,-0.251207,0.139836,0.276178,0.0760084,0.23099,3.18318,-1.18768,-0.848274,-0.0226913,1.36606,0.24042,-2.01634,0.600331,0.868973,NaN,-0.702064,-0.733061,-0.435017,0.982755,0.251367,0.685039,0.856991,1.54754,0.41871,-0.564059,-0.313468,0.381509,0.776508,0.911714,-1.93358,-0.676294,0.636115,0.609683,-0.739747,-0.578785,0.426036,0.919908,1.71949,1.45733,0.845357,1.01979,3.86962,-0.878778,-0.591633,0.654166,0.419631,0.217663,-0.25338,-0.880244,0.344091,3.06832
KYAT1,-0.97032,-0.739476,-0.869557,1.07913,0.10035,0.819644,0.474287,-0.215005,-1.07645,NaN,0.550113,1.5371,2.24387,0.105839,0.0122491,0.830206,-0.42214,-0.261454,0.920996,-0.310048,0.974015,1.57293,-0.271926,1.60514,1.36706,2.23029,0.321109,0.0970577,-0.262779,0.0154072,1.07347,-0.380376,1.11308,1.72076,1.39198,0.286041,NaN,NaN,0.89947,0.810147,2.25883,1.24654,1.72371,-0.0484041,NaN,0.309854,-2.16124,-0.636136,-0.0444117,0.327537,-1.38725,-0.602089,0.64339,-0.989351,NaN,-0.137079,0.0018882,-0.581821,0.911566,0.680208,0.393851,-0.104469,-1.79303,0.750805,-2.20827,-1.33761,0.677668,0.387668,0.579803,0.417418,-0.86435,-1.31793,-0.238237,-0.558924,-0.204986,-0.0018882,0.0121001,-0.417753,-0.878398,0.205769,-0.896878,-0.463666,-0.200249,-0.240136,0.686197,-1.04444,0.491322,-0.581397,-1.66131,NaN,0.51042,NaN,0.482741,-0.0486648,-0.10537,-2.33665,-0.537398,NaN,-1.80493,-0.36831,0.35958,-1.72401,-0.146382,0.791318,-0.102354,1.25289,0.457737,-1.12199,-1.78102,-0.351007,-0.953695,2.39195,-0.521898,-0.0253286,0.166195,-0.646519,-2.99698,0.851502,0.889504,-0.682309,NaN,NaN,1.57062,0.501556,-1.04904,-0.626899,NaN,-0.0287773,-1.89265,-1.28107,-0.703276,-0.286279,-0.492298,-1.28927,-0.949434,1.19868,-0.518598,-0.123932,-0.099903,-2.0918,-1.85431,-0.251018,-1.08756,NaN,1.60297,-0.604688,0.220792,-0.192436,-0.405269,0.758366,0.892871,0.129563,0.517652,0.606625,0.688201,-0.0840526,0.892848,-0.085438,0.739133,2.3756,0.741971,1.09354,-1.02599,1.77949,0.110167,-0.796591,0.961203,0.224531,-0.220479,0.568682,NaN,-0.333779,1.0427,0.23268,0.711626,0.119463,0.420822,1.27895,0.197225,NaN
KYAT3,-0.178871,-1.39726,0.0619601,1.87012,0.70617,-0.313646,1.1905,-0.701276,-0.893239,-0.919141,-0.769834,-0.649794,1.43663,0.482135,2.26069,2.05499,0.627361,-2.28306,-0.284247,1.48219,-0.925294,-0.708101,0.242483,0.692493,0.39616,0.519503,0.544777,-0.0834669,-0.27085,0.27896,1.65735,-0.518061,2.81908,-0.27938,1.13161,-0.803209,-0.263448,NaN,-0.0294769,-0.543623,0.0293983,-0.162617,0.212167,-0.734161,0.856168,0,-2.14384,-0.204293,1.72854,-0.706354,-1.03705,-1.69701,-0.789191,-0.187366,-0.746134,-1.22052,-0.657756,0.0215593,-0.252857,-0.936908,0.217542,-0.481095,-1.55754,1.27448,-1.64247,-0.404969,0.537043,-0.365993,0.491145,-0.259559,-0.893746,0.0609463,0.252926,-1.52254,0.695517,0.160266,0.391467,0.227985,0.823807,-0.663384,1.27383,0.940902,0.116413,0.358844,-1.0429,1.07521,0.263894,-1.14554,-0.793648,-0.314458,0.991134,NaN,-0.743381,-0.566371,0.461118,-0.43622,0.747724,-0.406018,-1.15504,1.08598,-1.41447,1.94791,1.40073,1.02313,2.09913,-0.013196,-0.00149438,-0.481226,1.01265,0.194794,0.848294,1.56508,0.47822,0.557964,0.642025,0.608974,0.015573,-0.627754,-0.820311,-0.405292,-0.323162,1.19783,0.964357,1.23232,1.26273,-1.47316,-1.18534,0.802431,-1.31598,0.203463,0.404445,-0.415823,0.652381,-0.850531,2.10795,0.325531,1.02973,-0.126909,1.11714,2.17499,0.863727,-0.835229,-0.185199,NaN,2.8651,-0.738138,0.000576779,-0.472522,-0.486216,-0.130343,0.618683,0.0303508,1.25726,0.619007,1.86994,2.27805,0.292488,-0.572934,-0.284151,-0.316398,-0.566694,0.06002,0.924359,3.07505,1.7881,-0.925757,-0.705593,0.13785,-0.539586,-0.0811773,-0.189096,0.20591,-0.859349,-0.118834,-0.76356,-0.605487,-1.11981,-0.76813,0.316416,-0.570076
LACTB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.35646,0.424796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0956925,NaN,-1.66735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0956925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.968338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.490383,NaN,NaN,NaN,0.502354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.50822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.14356,0.263192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.929519,NaN,NaN,NaN,NaN,NaN,-0.666022,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LAD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.30337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.07238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.46889,NaN,NaN,-0.133495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.579179,NaN,-1.55286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.30291,-0.919256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0.505569,NaN,NaN,NaN,-0.744838,NaN,NaN,NaN,NaN,NaN,NaN,-0.44316,NaN,0.353733,NaN,NaN,NaN,NaN,NaN,0.36347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4885,NaN,NaN,0.326436,0.0493527,NaN,0.54967,1.68002,NaN,NaN,-1.39842,NaN,NaN,NaN,0.0514886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.176651,-1.72733,NaN,NaN,NaN,NaN,NaN
LAMA2,-0.149647,0.126897,0.944299,-0.23006,-1.97225,-1.06942,-0.811762,-0.0298633,0.514709,0.336662,0.71878,-0.0460955,-2.48173,-2.15933,-2.32731,-1.75921,-1.04421,0,1.44781,0.587595,0.450234,-2.01829,0.233794,-0.317505,-1.20501,-1.5148,-0.0891118,-0.333531,0.760552,0.469576,-0.545091,-0.33695,-0.45932,-3.10036,-1.06622,1.17222,-0.36678,NaN,-3.99E-01,-0.374389,-0.33512,-1.42661,0.0421693,0.425863,-0.0765689,-0.742639,0.321775,-1.04451,-1.07744,-0.73329,-0.612927,-0.282359,0.0704662,0.0775052,-0.232925,0.727323,-1.60289,-0.73638,-0.78284,-3.21662,-1.18918,0.413293,0.271807,1.09228,0.481686,-0.630051,-1.41442,-2.88783,-0.424017,-3.89105,-1.78964,0.926983,0.470537,0.0414565,-0.059901,-1.46387,-0.480877,-0.544872,-1.83763,0.188143,-0.377274,0.555026,0.0218724,0.251566,0.697891,0.454189,-0.464589,0.312553,0.577003,0.0428978,0.31352,NaN,-0.0237047,0.389215,0.135399,0.337918,0.516443,0.679788,0.725073,0.965834,0.234285,0.582304,-0.661648,-2.29854,-3.14575,-0.0894224,-0.256678,0.716412,0.137158,0.112962,0.565993,-1.04595,-0.0920011,-2.63118,-0.61732,-0.933596,0.500979,-0.43258,0.367238,0.519692,-1.10573,-0.922872,-1.32304,-0.970681,-0.36209,-0.434064,0.527138,0.173766,0.495985,0.552843,0.724125,0.450728,-0.0670919,0.313672,-0.20945,0.372114,0.104084,0.564391,1.13465,0.61023,0.448859,-0.106727,-0.887869,NaN,0.55027,-0.478575,0.512658,0.943365,-0.0254813,-0.272781,0.566784,1.27854,0.426777,-0.0398185,-0.0386856,0.52891,-0.146224,0.730344,-1.50116,-3.30891,-0.095,0.187066,0.178009,0.31447,0.422299,0.712329,0.357444,0.243184,0.248746,0.807034,0.280446,-0.156121,0.840254,-0.312068,0.386871,0.534286,0.447309,-0.0664886,0.179386,0.385674
LAMA4,-1.85056,0.413826,-1.69761,0.220084,0.155941,1.14286,-1.67092,NaN,-0.0737391,NaN,0.0901576,0.498944,-0.222958,1.35513,-1.16893,1.3329,0.92192,-1.19674,0.618892,0.756431,0.760847,0.650736,1.25406,1.10197,0.214806,0.230033,-1.15347,-0.151382,-0.0208653,-0.479175,1.06804,1.48045,1.76053,NaN,1.38527,NaN,0.28132,NaN,-2.43688,-0.581923,0.912087,NaN,0.611399,NaN,0.324625,NaN,0.30759,NaN,NaN,-0.570438,-0.825163,NaN,NaN,NaN,-1.50387,0.666085,NaN,0.98909,1.48695,0.671736,-0.0746408,-0.879774,-2.00929,-0.501351,0.577051,NaN,0.375799,-0.667715,1.46249,NaN,-0.237061,-1.25004,0.573543,0.602881,-1.4226,-0.258279,1.34934,1.11446,NaN,1.24371,NaN,-1.31237,-0.422736,0.627328,NaN,0.498499,0.817565,0.920599,NaN,0.308193,NaN,NaN,-1.6961,NaN,0.806947,-1.9179,1.07624,0.454288,NaN,0.781102,0.226939,0.519631,-1.31714,-0.556253,NaN,1.16358,0.363892,-1.70795,NaN,NaN,-0.0311991,0.668708,1.56071,-0.897427,0.940454,0.802894,-1.73782,-0.628404,-0.248077,-0.155006,-0.69809,0.834497,0.902899,1.03981,-1.76968,NaN,NaN,0,-1.26434,0.0593347,-0.142831,0.0236522,0.291309,-0.179749,-0.904398,-1.74881,-0.872481,-1.61227,-0.842053,0.827945,-0.880635,-0.449589,-1.94542,NaN,0.691716,NaN,-1.23244,0.813762,0.492981,NaN,-0.876421,-0.192381,-1.20036,-1.59374,-1.52318,NaN,0.0378722,-0.121914,0.507911,NaN,-1.55975,NaN,-1.20174,0.539274,-1.33585,-1.05124,-0.884493,-1.21017,-0.857419,NaN,NaN,-0.287792,NaN,-0.416037,NaN,-0.0063335,NaN,NaN,NaN,NaN
LAMA5,-1.60883,-0.593829,-0.301379,-0.0113654,-0.588257,-0.32434,-1.44525,-1.60656,-0.18251,-0.726865,-0.0701888,-0.33199,-0.129109,0.322871,-0.440251,0.809242,0.0224926,-0.82228,-0.673846,0.0255495,0.275674,-0.107177,0.303069,0.675485,0.202689,0.400313,0.0725396,-0.287374,0.148939,0.187419,0.417501,1.98148,2.24087,-1.10981,3.68076,0.445852,-0.176397,NaN,-0.466053,-0.422551,0.172188,-0.329827,0.583096,0.892872,1.58529,-3.02349,-0.0728941,-3.20083,-1.81514,-0.421575,-0.716784,-0.206767,-0.231358,-0.743703,-0.668192,-0.110328,-0.694748,-0.187586,0.530106,1.11364,1.4908,0.835906,0.861067,0.102873,-0.32827,-0.168729,-1.06017,-2.25379,1.51065,-0.818704,-0.324093,1.53801,-0.649068,-0.193731,2.41684,0.244215,0.827574,0.251412,-0.274179,1.67392,-1.17185,0.378252,0.221833,0.259216,0.205431,0.225621,2.92841,1.91397,0.287164,0.306285,0.0582024,NaN,-0.483833,-0.450672,-0.0568072,1.7848,-0.162204,0.345128,0.877653,0.193065,-0.471259,-0.0637745,0.00913657,-1.68534,-0.875631,0.806522,0.540754,0.701248,-1.07443,0.116895,0.584429,-0.317886,0.422443,-2.21316,0.0332966,-0.290229,-0.640867,-0.00816677,0.448571,3.46961,1.84506,-0.402174,0.000845034,0.249333,-0.617093,-0.399613,0.662756,0.660306,-0.113422,-0.891318,0.264816,0.512485,0.139507,0.0542523,0.52313,-0.20998,-0.676892,-0.136663,0.107835,0.0404624,0.732176,-0.436225,-3.12241,NaN,-0.376916,-0.422854,-0.203443,0.0504099,-0.183942,0.582344,1.85155,0.882751,0.455,-0.587318,-0.105876,0.511194,1.73787,0.405772,0.969625,-1.0565,1.12367,0.494679,-0.201368,-0.50064,-0.466529,0.332904,1.41389,1.98456,0,-0.27469,-0.76374,-0.639435,-0.178671,0.185241,0.141475,-0.593066,-0.759549,-0.77998,-0.939258,0.521692
LAMB1,-1.3981,-0.0687517,0.552646,0.430182,-8.82E-01,-2.68E-01,-1.02E+00,-0.451423,0.529919,1.92E-01,0.809952,0.0708754,-1.62932,-0.0970141,-8.28E-01,8.74E-02,-2.62E-01,-5.64E-01,1.55E+00,0.887906,0.713313,-1.20566,9.93E-01,7.49E-01,-8.60E-02,-8.30E-01,-4.53E-01,1.92E-01,1.06603,0.508742,0.604273,1.03731,1.54E+00,-5.60E+00,1.05E+00,8.94E-01,2.71E-01,NaN,-0.572846,-0.469589,0.132346,-0.678467,5.87E-01,9.32E-01,1.63E+00,-1.66E+00,0.429013,-2.10621,-0.796754,-0.444994,-1.16E-01,-6.51E-02,-3.35E-01,-6.32E-02,-7.85E-01,8.33E-01,-1.62442,-0.170561,1.03273,-9.46E-01,-2.95E-01,1.10E+00,0.135742,1.34E+00,5.36E-01,-6.40E-01,-0.620626,-2.21E+00,1.37E+00,-2.71E+00,-1.29E+00,1.43E+00,3.89E-01,-1.26E-01,0.0885542,-0.423356,1.44E+00,3.96E-01,-1.79E+00,1.41E+00,-1.19E+00,7.84E-01,1.40E-01,6.78E-01,8.57E-01,0.819065,7.03E-01,7.92E-01,5.31E-01,1.34E+00,1.79E-01,NaN,-4.31E-01,4.61E-01,0.510565,5.76E-01,7.84E-01,1.41E+00,4.45E-01,1.33E+00,3.93E-01,7.99E-01,-0.551186,-2.02E+00,-1.87E+00,9.92E-01,0.421998,3.90E-01,-6.48E-01,-7.13E-02,-0.302132,-0.658188,1.18607,-2.64E+00,2.89E-01,-5.05E-01,2.39E-01,-1.44E+00,-0.363414,0.0530461,-1.06816,-6.81E-01,-1.82E-01,-2.16E-01,-3.64E-01,-9.86E-01,1.37E-01,2.00E-01,-1.01E-01,2.95E-02,0.425637,0.165125,0.0631492,2.07E-01,1.80E-01,-0.764347,-0.680918,0.377268,0.868049,0.738426,0.896123,-0.631194,-1.73348,NaN,0.00E+00,-1.59E+00,-0.315848,0.516164,-0.293265,-0.163479,6.83E-01,1.27898,0.0576235,-1.24E+00,-1.06E+00,-0.177185,-1.16E+00,0.51037,-1.39E+00,-3.24E+00,-1.48E-02,-6.94E-02,-5.66E-01,-5.70E-02,-0.240277,-0.227204,0.113453,2.26E-01,-2.54E-01,1.40E-01,-3.31E-01,-9.97E-01,7.15E-02,-0.176689,0.201034,-2.37E-01,-0.240684,-1.03455,-1.33E-01,1.53E+00
LAMB2,-1.22302,-0.422217,0,-0.300687,-0.205422,-0.330989,-3.06125,-0.545168,0.301423,-0.125006,0.226002,0.104512,-0.313835,1.22245,-0.40367,0.842824,0.322345,-0.0185452,0.142239,0.685123,0.522739,0.298129,0.970357,0.625489,0.70265,0.301511,0.277835,-0.192359,0.0249213,-0.0111077,0.82215,1.95423,1.18881,-1.88646,3.18176,0.100495,-0.329601,NaN,-0.769404,-0.561,0.127622,-1.00612,0.141423,0.943423,1.45692,-0.846501,0.554412,-0.977111,-0.918104,-1.09253,-0.663188,-0.0575265,-0.237227,0.333413,-0.573398,0.257848,-0.824548,-0.613255,-0.038465,1.16326,2.05234,0.276498,0.766854,0.149296,0.587145,-0.503907,-0.887323,-1.81603,1.56529,-2.27214,-0.544357,0.485385,-0.390162,0.900311,3.0913,0.0152906,0.627261,-0.416305,-0.715108,2.03029,-0.601692,0.359156,0.203672,-0.0930644,-0.570429,-0.334751,2.83454,2.56317,-0.0546372,1.1074,-0.301804,NaN,-0.39439,-0.196389,-0.386377,2.176,1.05051,1.41984,0.80922,0.0040462,-0.5778,0.0226364,-0.712861,-0.570086,0.34331,0.447235,-0.110527,0.75629,-0.0821707,0.00721443,1.66492,-0.736104,0.479769,-1.57222,-0.258212,-0.647332,-0.247592,-0.30342,0.0010039,3.02693,2.5202,0.199124,-0.366597,-0.103416,-0.276696,-0.752402,-0.214524,-0.243119,-0.0340751,-0.791432,0.820916,0.964458,0.0845833,-0.26169,-0.135036,-0.532677,-0.593775,-0.173231,0.168931,-0.252219,-0.292769,-0.348466,-1.02946,NaN,-0.363393,-0.76449,0.0228091,0.357041,-0.290169,0.997682,2.19282,0.90175,0.718654,-0.145811,0.537711,0.561786,2.76932,0.445958,1.77812,-0.478005,1.52424,0.0126315,0.0878703,0.0804454,-0.340766,1.51794,2.13071,2.37223,0.640938,-0.154317,0.162222,-0.64583,-0.454813,0.164879,-0.343511,-0.491817,-0.56648,-1.05909,-0.33883,0.22511
